merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{bul}дотечела,d̪ o̝ t̪ t͡ʃ ʃ ɛ ɫ ə,0,дотечела,0
{bul}дотечехме,d̪ o̝ t̪ t͡ʃ ʃ ɛ x m ɛ,0,дотечехме,0
{bul}дотичате,d̪ o t̪ t͡ʃ ʃ ə t̪ ɛ,0,дотичате,0
{bul}дотичахме,d̪ o t̪ t͡ʃ ʃ ə x m ɛ,0,дотичахме,0
{bul}дотичаше,d̪ o t̪ t͡ʃ ʃ ə ʃ ɛ,0,дотичаше,0
{bul}дотичащият,d̪ o t̪ t͡ʃ ʃ ə ʃ t̪ i j ə t̪,0,дотичащият,0
{bul}доят,d̪ o j ɤ t̪,0,доят,0
{bul}доящ,d̪ o j a ʃ t̪,0,доящ,0
{bul}дъвкани,d̪ ɤ f k ə n i,0,дъвкани,0
{bul}дъвчат,d̪ ɤ t͡ʃ ʃ ə t̪,0,дъвчат,0
{bul}дъвче,d̪ ɤ t͡ʃ ʃ ɛ,0,дъвче,0
{bul}дъвчел,d̪ ɤ t͡ʃ ʃ ɛ ɫ,0,дъвчел,0
{bul}дъвчем,d̪ ɤ t͡ʃ ʃ ɛ m,0,дъвчем,0
{bul}дъвчене,d̪ ɤ t͡ʃ ʃ ɛ n ɛ,0,дъвчене,0
{bul}дъвченето,d̪ ɤ t͡ʃ ʃ ɛ n ɛ t̪ o̝,0,дъвченето,0
{bul}дъвчеха,d̪ ɤ t͡ʃ ʃ ɛ x ə,0,дъвчеха,0
{bul}дъвчехме,d̪ ɤ t͡ʃ ʃ ɛ x m ɛ,0,дъвчехме,0
{bul}дъвчеш,d̪ ɤ t͡ʃ ʃ ɛ ʃ,0,дъвчеш,0
{bul}дъвчещ,d̪ ɤ t͡ʃ ʃ ɛ ʃ t̪,0,дъвчещ,0
{bul}дъвчещият,d̪ ɤ t͡ʃ ʃ ɛ ʃ t̪ i j ə t̪,0,дъвчещият,0
{bul}дълъг,d̪ ɤ ɫ ə k,0,дълъг,0
{bul}дъска,d̪ ə s k a,0,дъска,0
{bul}ебалият,ɛ b a ɫ i j ə t̪,0,ебалият,0
{bul}ебалото,ɛ b a ɫ o t̪ o,0,ебалото,0
{bul}ебания,ɛ b a n i j ə,0,ебания,0
{bul}ебете,ɛ b ɛ t̪ ɛ,0,ебете,0
{bul}еби,ɛ b i,0,еби,0
{bul}европеец,ɛ v r o p ɛ ɛ t͡s,0,европеец,0
{bul}европейка,ɛ v r ɔ p ɛ j k ə,0,европейка,0
{bul}европейски,ɛ v r ɔ p ɛ j s k i,0,европейски,0
{bul}евтин,ɛ f t̪ i n,0,евтин,0
{bul}езеро,ɛ z ɛ r o,0,езеро,0
{bul}енергичен,ɛ n ɛ r ɡ i t͡ʃ ɛ n,0,енергичен,0
{bul}ера,ɛ r ə,0,ера,0
{bul}естетичен,ɛ s t̪ ɛ t̪ i t͡ʃ ɛ n,0,естетичен,0
{bul}желанията,ʒ ɛ ɫ a n i j ə t̪ ə,0,желанията,0
{bul}женица,ʒ ɛ n t͡s ə,0,женица,0
{bul}животопис,ʒ i v o t̪ o p i s,0,животопис,0
{bul}жирафа,ʒ i r a f ə,0,жирафа,0
{bul}забава,z ə b a v ə,0,забава,0
{bul}забождалите,z ɐ b d͡ʒ d̪ ə ɫ i t̪ ɛ,0,забождалите,0
{bul}забождалото,z ɐ b d͡ʒ d̪ ə ɫ o̝ t̪ o̝,0,забождалото,0
{bul}забожданата,z ɐ b d͡ʒ d̪ ə n ə t̪ ə,0,забожданата,0
{bul}забождано,z ɐ b d͡ʒ d̪ ə n o̝,0,забождано,0
{bul}забождаш,z ɐ b d͡ʒ d̪ ə ʃ,0,забождаш,0
{bul}забождащ,z ɐ b d͡ʒ d̪ ə ʃ t̪,0,забождащ,0
{bul}забождаща,z ɐ b d͡ʒ d̪ ə ʃ t̪ ə,0,забождаща,0
{bul}забождащи,z ɐ b d͡ʒ d̪ ə ʃ t̪ i,0,забождащи,0
{bul}забрава,z ə b r a v ə,0,забрава,0
{bul}забравен,z ɐ b r a v ɛ n,0,забравен,0
{bul}забравена,z ɐ b r a v ɛ n ə,0,забравена,0
{bul}забравената,z ɐ b r a v ɛ n ə t̪ ə,0,забравената,0
{bul}забравени,z ɐ b r a v ɛ n i,0,забравени,0
{bul}забравените,z ɐ b r a v ɛ n i t̪ ɛ,0,забравените,0
{bul}забравения,z ɐ b r a v ɛ n i j ə,0,забравения,0
{bul}забравеният,z ɐ b r a v ɛ n i j ə t̪,0,забравеният,0
{bul}забравено,z ɐ b r a v ɛ n o̝,0,забравено,0
{bul}забравеното,z ɐ b r a v ɛ n o̝ t̪ o̝,0,забравеното,0
{bul}забравете,z ə b r ɐ v ɛ t̪ ɛ,0,забравете,0
{bul}забравеше,z ɐ b r a v ɛ ʃ ɛ,0,забравеше,0
{bul}забравил,z ɐ b r a v i ɫ,0,забравил,0
{bul}забравила,z ɐ b r a v i ɫ ə,0,забравила,0
{bul}забравили,z ɐ b r a v i ɫ i,0,забравили,0
{bul}забравилите,z ɐ b r a v i ɫ i t̪ ɛ,0,забравилите,0
{bul}забравилия,z ɐ b r a v i ɫ i j ə,0,забравилия,0
{bul}забравило,z ɐ b r a v i ɫ o̝,0,забравило,0
{bul}забравим,z ɐ b r a v i m,0,забравим,0
{bul}забравите,z ɐ b r a v i t̪ ɛ,0,забравите,0
{bul}забравих,z ɐ b r a v i x,0,забравих,0
{bul}забравиха,z ɐ b r a v i x ə,0,забравиха,0
{bul}забравихме,z ɐ b r a v i x m ɛ,0,забравихме,0
{bul}забравихте,z ɐ b r a v i x t̪ ɛ,0,забравихте,0
{bul}забравиш,z ɐ b r a v i ʃ,0,забравиш,0
{bul}забравя,z ɐ b r a vʲ ə,0,забравя,0
{bul}забравяй,z ɐ b r a vʲ ə j,0,забравяй,0
{bul}забравяйки,z ɐ b r a vʲ ə j kʲ i,0,забравяйки,0
{bul}забравяйте,z ɐ b r a vʲ ə j t̪ ɛ,0,забравяйте,0
{bul}забравял,z ɐ b r a vʲ ə ɫ,0,забравял,0
{bul}забравяла,z ɐ b r a vʲ ə ɫ ə,0,забравяла,0
{bul}забравяли,z ɐ b r a vʲ ə ɫ i,0,забравяли,0
{bul}забравялото,z ɐ b r a vʲ ə ɫ o̝ t̪ o̝,0,забравялото,0
{bul}забравям,z ɐ b r a vʲ ə m,0,забравям,0
{bul}забравяме,z ɐ b r a vʲ ə m ɛ,0,забравяме,0
{bul}забравяна,z ɐ b r a vʲ ə n ə,0,забравяна,0
{bul}забравяната,z ɐ b r a vʲ ə n ə t̪ ə,0,забравяната,0
{bul}забравяне,z ɐ b r a vʲ ə n ɛ,0,забравяне,0
{bul}забравянето,z ɐ b r a vʲ ə n ɛ t̪ o̝,0,забравянето,0
{bul}забравяни,z ɐ b r a vʲ ə n i,0,забравяни,0
{bul}забравят,z ɐ b r a vʲ ə t̪,0,забравят,0
{bul}забравяте,z ɐ b r a vʲ ə t̪ ɛ,0,забравяте,0
{bul}забравяха,z ɐ b r a vʲ ə x ə,0,забравяха,0
{bul}забравяш,z ɐ b r a vʲ ə ʃ,0,забравяш,0
{bul}забрана,z ə b r a n ə,0,забрана,0
{bul}забранена,z ə b r ɐ n ɛ n ə,0,забранена,0
{bul}забранената,z ə b r ɐ n ɛ n ə t̪ ə,0,забранената,0
{bul}забранени,z ə b r ɐ n ɛ n i,0,забранени,0
{bul}забранените,z ə b r ɐ n ɛ n i t̪ ɛ,0,забранените,0
{bul}забранения,z ə b r ɐ n ɛ n i j ə,0,забранения,0
{bul}забраненият,z ə b r ɐ n ɛ n i j ə t̪,0,забраненият,0
{bul}забранено,z ə b r ɐ n ɛ n o̝,0,забранено,0
{bul}забраненото,z ə b r ɐ n ɛ n o̝ t̪ o̝,0,забраненото,0
{bul}забранете,z ə b r ɐ n ɛ t̪ ɛ,0,забранете,0
{bul}забранил,z ə b r ɐ n i ɫ,0,забранил,0
{bul}забранила,z ə b r ɐ n i ɫ ə,0,забранила,0
{bul}забранили,z ə b r ɐ n i ɫ i,0,забранили,0
{bul}забранило,z ə b r ɐ n i ɫ o̝,0,забранило,0
{bul}забраним,z ə b r ɐ n i m,0,забраним,0
{bul}забранителен,z ə b r ə n i t̪ ɛ ɫ ɛ n,0,забранителен,0
{bul}забраних,z ə b r ɐ n i x,0,забраних,0
{bul}забраниха,z ə b r ɐ n i x ə,0,забраниха,0
{bul}забраниш,z ə b r ɐ n i ʃ,0,забраниш,0
{bul}забранява,z ə b r ɐ nʲ a v ə,0,забранява,0
{bul}забранявай,z ə b r ɐ nʲ a v ə j,0,забранявай,0
{bul}забранявал,z ə b r ɐ nʲ a v ə ɫ,0,забранявал,0
{bul}забранявали,z ə b r ɐ nʲ a v ə ɫ i,0,забранявали,0
{bul}забраняваме,z ə b r ɐ nʲ a v ə m ɛ,0,забраняваме,0
{bul}забраняван,z ə b r ɐ nʲ a v ə n,0,забраняван,0
{bul}забраняването,z ə b r ɐ nʲ a v ə n ɛ t̪ o̝,0,забраняването,0
{bul}забранявано,z ə b r ɐ nʲ a v ə n o̝,0,забранявано,0
{bul}забраняват,z ə b r ɐ nʲ a v ə t̪,0,забраняват,0
{bul}забраняваха,z ə b r ɐ nʲ a v ə x ə,0,забраняваха,0
{bul}забранявахме,z ə b r ɐ nʲ a v ə x m ɛ,0,забранявахме,0
{bul}забраняваше,z ə b r ɐ nʲ a v ə ʃ ɛ,0,забраняваше,0
{bul}забраняващ,z ə b r ɐ nʲ a v ə ʃ t̪,0,забраняващ,0
{bul}забраняваща,z ə b r ɐ nʲ a v ə ʃ t̪ ə,0,забраняваща,0
{bul}забраняващи,z ə b r ɐ nʲ a v ə ʃ t̪ i,0,забраняващи,0
{bul}забраняващият,z ə b r ɐ nʲ a v ə ʃ t̪ i j ə t̪,0,забраняващият,0
{bul}забраняващо,z ə b r ɐ nʲ a v ə ʃ t̪ o̝,0,забраняващо,0
{bul}забранял,z ə b r ɐ nʲ a ɫ,0,забранял,0
{bul}забраняло,z ə b r ɐ nʲ a ɫ o̝,0,забраняло,0
{bul}забранят,z ə b r ɐ nʲ ɤ t̪,0,забранят,0
{bul}забраняха,z ə b r ɐ nʲ a x ə,0,забраняха,0
{bul}забременее,z ə b r ɛ m ɛ n ɛ ɛ,0,забременее,0
{bul}забременеете,z ə b r ɛ m ɛ n ɛ ɛ t̪ ɛ,0,забременеете,0
{bul}забременееше,z ə b r ɛ m ɛ n ɛ ɛ ʃ ɛ,0,забременееше,0
{bul}забременеят,z ə b r ɛ m ɛ n ɛ j ə t̪,0,забременеят,0
{bul}забременя,z ə b r ɛ m ɛ nʲ a,0,забременя,0
{bul}забременява,z ə b r ɛ m ɛ nʲ a v ə,0,забременява,0
{bul}забременявайки,z ə b r ɛ m ɛ nʲ a v ə j kʲ i,0,забременявайки,0
{bul}забременявали,z ə b r ɛ m ɛ nʲ a v ə ɫ i,0,забременявали,0
{bul}забременяване,z ə b r ɛ m ɛ nʲ a v ə n ɛ,0,забременяване,0
{bul}забременяването,z ə b r ɛ m ɛ nʲ a v ə n ɛ t̪ o̝,0,забременяването,0
{bul}забременявания,z ə b r ɛ m ɛ nʲ a v ə n i j ə,0,забременявания,0
{bul}забременяват,z ə b r ɛ m ɛ nʲ a v ə t̪,0,забременяват,0
{bul}забременявахме,z ə b r ɛ m ɛ nʲ a v ə x m ɛ,0,забременявахме,0
{bul}забременяващият,z ə b r ɛ m ɛ nʲ a v ə ʃ t̪ i j ə t̪,0,забременяващият,0
{bul}забременяла,z ə b r ɛ m ɛ nʲ a ɫ ə,0,забременяла,0
{bul}заведат,z ə v ɛ d̪ ɤ t̪,0,заведат,0
{bul}заведем,z ə v ɛ d̪ ɛ m,0,заведем,0
{bul}заведен,z ɐ v ɛ d̪ ɛ n,0,заведен,0
{bul}заведена,z ɐ v ɛ d̪ ɛ n ə,0,заведена,0
{bul}заведени,z ɐ v ɛ d̪ ɛ n i,0,заведени,0
{bul}заведените,z ɐ v ɛ d̪ ɛ n i t̪ ɛ,0,заведените,0
{bul}заведения,z ɐ v ɛ d̪ ɛ n i j ə,0,заведения,0
{bul}заведено,z ɐ v ɛ d̪ ɛ n o̝,0,заведено,0
{bul}заведете,z ə v ɛ d̪ ɛ t̪ ɛ,0,заведете,0
{bul}заведеш,z ə v ɛ d̪ ɛ ʃ,0,заведеш,0
{bul}заведи,z ə v ɛ d̪ i,0,заведи,0
{bul}заведох,z ɐ v ɛ d̪ o̝ x,0,заведох,0
{bul}заведоха,z ɐ v ɛ d̪ o̝ x ə,0,заведоха,0
{bul}заведохме,z ɐ v ɛ d̪ o̝ x m ɛ,0,заведохме,0
{bul}заведохте,z ɐ v ɛ d̪ o̝ x t̪ ɛ,0,заведохте,0
{bul}завел,z ɐ v ɛ ɫ,0,завел,0
{bul}завела,z ɐ v ɛ ɫ ə,0,завела,0
{bul}завели,z ɐ v ɛ ɫ i,0,завели,0
{bul}завира,z ɐ v i ɾ ə,0,завира,0
{bul}завиранетата,z ɐ v i ɾ ə n ɛ t̪ ə t̪ ə,0,завиранетата,0
{bul}завират,z ɐ v i ɾ ə t̪,0,завират,0
{bul}завирате,z ɐ v i ɾ ə t̪ ɛ,0,завирате,0
{bul}завираха,z ɐ v i ɾ ə x ə,0,завираха,0
{bul}завиращи,z ɐ v i ɾ ə ʃ t̪ i,0,завиращи,0
{bul}завлекат,z ə v ɫ ɛ k ɤ t̪,0,завлекат,0
{bul}завлекли,z ɐ v ɫ ɛ k ɫ i,0,завлекли,0
{bul}завлечало,z ə v ɫ t͡ʃ ʃ a ɫ o̝,0,завлечало,0
{bul}завлечахте,z ə v ɫ t͡ʃ ʃ a x t̪ ɛ,0,завлечахте,0
{bul}завлечел,z ə v ɫ t͡ʃ ʃ ɛ ɫ,0,завлечел,0
{bul}завлечен,z ɐ v ɫ t͡ʃ ʃ ɛ n,0,завлечен,0
{bul}завлечени,z ɐ v ɫ t͡ʃ ʃ ɛ n i,0,завлечени,0
{bul}завлечех,z ə v ɫ t͡ʃ ʃ ɛ x,0,завлечех,0
{bul}завлича,z ɐ v ɫ t͡ʃ ʃ ə,0,завлича,0
{bul}завличал,z ɐ v ɫ t͡ʃ ʃ ə ɫ,0,завличал,0
{bul}завличалото,z ɐ v ɫ t͡ʃ ʃ ə ɫ o̝ t̪ o̝,0,завличалото,0
{bul}завличаме,z ɐ v ɫ t͡ʃ ʃ ə m ɛ,0,завличаме,0
{bul}завличана,z ɐ v ɫ t͡ʃ ʃ ə n ə,0,завличана,0
{bul}завличат,z ɐ v ɫ t͡ʃ ʃ ə t̪,0,завличат,0
{bul}завличахме,z ɐ v ɫ t͡ʃ ʃ ə x m ɛ,0,завличахме,0
{bul}завличаш,z ɐ v ɫ t͡ʃ ʃ ə ʃ,0,завличаш,0
{bul}завличащите,z ɐ v ɫ t͡ʃ ʃ ə ʃ t̪ i t̪ ɛ,0,завличащите,0
{bul}завличащия,z ɐ v ɫ t͡ʃ ʃ ə ʃ t̪ i j ə,0,завличащия,0
{bul}завлякох,z ɐ v lʲ a k o̝ x,0,завлякох,0
{bul}завлякоха,z ɐ v lʲ a k o̝ x ə,0,завлякоха,0
{bul}завлякъл,z ɐ v lʲ a k ə ɫ,0,завлякъл,0
{bul}заврат,z ɐ v r ɤ t̪,0,заврат,0
{bul}завре,z ɐ v r ɛ,0,завре,0
{bul}заврели,z ɐ v r ɛ ɫ i,0,заврели,0
{bul}заврените,z ɐ v r ɛ n i t̪ ɛ,0,заврените,0
{bul}заврете,z ɐ v r ɛ t̪ ɛ,0,заврете,0
{bul}заври,z ɐ v r i,0,заври,0
{bul}завряло,z ɐ v rʲ a ɫ o̝,0,завряло,0
{bul}завряно,z ɐ v rʲ a n o̝,0,завряно,0
{bul}загинал,z ɐ ɡʲ i n ə ɫ,0,загинал,0
{bul}загинала,z ɐ ɡʲ i n ə ɫ ə,0,загинала,0
{bul}загиналата,z ɐ ɡʲ i n ə ɫ ə t̪ ə,0,загиналата,0
{bul}загинали,z ɐ ɡʲ i n ə ɫ i,0,загинали,0
{bul}загиналите,z ɐ ɡʲ i n ə ɫ i t̪ ɛ,0,загиналите,0
{bul}загиналия,z ɐ ɡʲ i n ə ɫ i j ə,0,загиналия,0
{bul}загиналият,z ɐ ɡʲ i n ə ɫ i j ə t̪,0,загиналият,0
{bul}загинало,z ɐ ɡʲ i n ə ɫ o̝,0,загинало,0
{bul}загиналото,z ɐ ɡʲ i n ə ɫ o̝ t̪ o̝,0,загиналото,0
{bul}загинат,z ɐ ɡʲ i n ə t̪,0,загинат,0
{bul}загинах,z ɐ ɡʲ i n ə x,0,загинах,0
{bul}загинаха,z ɐ ɡʲ i n ə x ə,0,загинаха,0
{bul}загине,z ɐ ɡʲ i n ɛ,0,загине,0
{bul}загинело,z ɐ ɡʲ i n ɛ ɫ o̝,0,загинело,0
{bul}загинем,z ɐ ɡʲ i n ɛ m,0,загинем,0
{bul}загинех,z ɐ ɡʲ i n ɛ x,0,загинех,0
{bul}загинеха,z ɐ ɡʲ i n ɛ x ə,0,загинеха,0
{bul}загинеш,z ɐ ɡʲ i n ɛ ʃ,0,загинеш,0
{bul}загребалия,z ɐ ɡ r ɛ b ə ɫ i j ə,0,загребалия,0
{bul}загребана,z ə ɡ r ɛ b a n ə,0,загребана,0
{bul}загребвайте,z ɐ ɡ r ɛ b v ə j t̪ ɛ,0,загребвайте,0
{bul}загребвания,z ɐ ɡ r ɛ b v ə n i j ə,0,загребвания,0
{bul}загребващите,z ɐ ɡ r ɛ b v ə ʃ t̪ i t̪ ɛ,0,загребващите,0
{bul}загубва,z ɐ ɡ u b v ə,0,загубва,0
{bul}загубвайки,z ɐ ɡ u b v ə j kʲ i,0,загубвайки,0
{bul}загубвайте,z ɐ ɡ u b v ə j t̪ ɛ,0,загубвайте,0
{bul}загубвал,z ɐ ɡ u b v ə ɫ,0,загубвал,0
{bul}загубвало,z ɐ ɡ u b v ə ɫ o̝,0,загубвало,0
{bul}загубваме,z ɐ ɡ u b v ə m ɛ,0,загубваме,0
{bul}загубван,z ɐ ɡ u b v ə n,0,загубван,0
{bul}загубването,z ɐ ɡ u b v ə n ɛ t̪ o̝,0,загубването,0
{bul}загубват,z ɐ ɡ u b v ə t̪,0,загубват,0
{bul}загубващи,z ɐ ɡ u b v ə ʃ t̪ i,0,загубващи,0
{bul}загубващият,z ɐ ɡ u b v ə ʃ t̪ i j ə t̪,0,загубващият,0
{bul}загубен,z ɐ ɡ u b ɛ n,0,загубен,0
{bul}загубена,z ɐ ɡ u b ɛ n ə,0,загубена,0
{bul}загубената,z ɐ ɡ u b ɛ n ə t̪ ə,0,загубената,0
{bul}загубени,z ɐ ɡ u b ɛ n i,0,загубени,0
{bul}загубените,z ɐ ɡ u b ɛ n i t̪ ɛ,0,загубените,0
{bul}загубения,z ɐ ɡ u b ɛ n i j ə,0,загубения,0
{bul}загубено,z ɐ ɡ u b ɛ n o̝,0,загубено,0
{bul}загубеното,z ɐ ɡ u b ɛ n o̝ t̪ o̝,0,загубеното,0
{bul}загубехте,z ɐ ɡ u b ɛ x t̪ ɛ,0,загубехте,0
{bul}загубил,z ɐ ɡ u b i ɫ,0,загубил,0
{bul}загубила,z ɐ ɡ u b i ɫ ə,0,загубила,0
{bul}загубилата,z ɐ ɡ u b i ɫ ə t̪ ə,0,загубилата,0
{bul}загубили,z ɐ ɡ u b i ɫ i,0,загубили,0
{bul}загубилите,z ɐ ɡ u b i ɫ i t̪ ɛ,0,загубилите,0
{bul}загубилия,z ɐ ɡ u b i ɫ i j ə,0,загубилия,0
{bul}загубилият,z ɐ ɡ u b i ɫ i j ə t̪,0,загубилият,0
{bul}загубило,z ɐ ɡ u b i ɫ o̝,0,загубило,0
{bul}загубим,z ɐ ɡ u b i m,0,загубим,0
{bul}загубите,z ɐ ɡ u b i t̪ ɛ,0,загубите,0
{bul}загубих,z ɐ ɡ u b i x,0,загубих,0
{bul}загубиха,z ɐ ɡ u b i x ə,0,загубиха,0
{bul}загубихме,z ɐ ɡ u b i x m ɛ,0,загубихме,0
{bul}загубихте,z ɐ ɡ u b i x t̪ ɛ,0,загубихте,0
{bul}загубиш,z ɐ ɡ u b i ʃ,0,загубиш,0
{bul}загубят,z ɐ ɡ u bʲ ə t̪,0,загубят,0
{bul}заковава,z ə k o v a v ə,0,заковава,0
{bul}заковавала,z ə k o v a v ə ɫ ə,0,заковавала,0
{bul}заковавам,z ə k ɔ v a v ə m,0,заковавам,0
{bul}заковаван,z ə k o v a v ə n,0,заковаван,0
{bul}заковавано,z ə k o v a v ə n o̝,0,заковавано,0
{bul}заковали,z ə k o v a ɫ i,0,заковали,0
{bul}заковалото,z ə k o v a ɫ o̝ t̪ o̝,0,заковалото,0
{bul}закован,z ə k o v a n,0,закован,0
{bul}закована,z ə k o v a n ə,0,закована,0
{bul}заковани,z ə k o v a n i,0,заковани,0
{bul}закования,z ə k o v a n i j ə,0,закования,0
{bul}закове,z ə k o v ɛ,0,закове,0
{bul}заковете,z ə k o v ɛ t̪ ɛ,0,заковете,0
{bul}заковяло,z ə k o vʲ a ɫ o̝,0,заковяло,0
{bul}заковях,z ə k o vʲ a x,0,заковях,0
{bul}закупела,z ɐ k u p ɛ ɫ ə,0,закупела,0
{bul}закупен,z ɐ k u p ɛ n,0,закупен,0
{bul}закупена,z ɐ k u p ɛ n ə,0,закупена,0
{bul}закупената,z ɐ k u p ɛ n ə t̪ ə,0,закупената,0
{bul}закупени,z ɐ k u p ɛ n i,0,закупени,0
{bul}закупените,z ɐ k u p ɛ n i t̪ ɛ,0,закупените,0
{bul}закупения,z ɐ k u p ɛ n i j ə,0,закупения,0
{bul}закупено,z ɐ k u p ɛ n o̝,0,закупено,0
{bul}закупеното,z ɐ k u p ɛ n o̝ t̪ o̝,0,закупеното,0
{bul}закупете,z ə k o p ɛ t̪ ɛ,0,закупете,0
{bul}закупехме,z ɐ k u p ɛ x m ɛ,0,закупехме,0
{bul}закупеше,z ɐ k u p ɛ ʃ ɛ,0,закупеше,0
{bul}закупил,z ɐ k u p i ɫ,0,закупил,0
{bul}закупила,z ɐ k u p i ɫ ə,0,закупила,0
{bul}закупили,z ɐ k u p i ɫ i,0,закупили,0
{bul}закупилите,z ɐ k u p i ɫ i t̪ ɛ,0,закупилите,0
{bul}закупило,z ɐ k u p i ɫ o̝,0,закупило,0
{bul}закупим,z ɐ k u p i m,0,закупим,0
{bul}закупите,z ɐ k u p i t̪ ɛ,0,закупите,0
{bul}закупих,z ɐ k u p i x,0,закупих,0
{bul}закупиха,z ɐ k u p i x ə,0,закупиха,0
{bul}закупихме,z ɐ k u p i x m ɛ,0,закупихме,0
{bul}закупува,z ə k o p u v ə,0,закупува,0
{bul}закупувалия,z ə k o p u v ə ɫ i j ə,0,закупувалия,0
{bul}закупувалото,z ə k o p u v ə ɫ o̝ t̪ o̝,0,закупувалото,0
{bul}закупуваната,z ə k o p u v ə n ə t̪ ə,0,закупуваната,0
{bul}закупуване,z ə k o p u v ə n ɛ,0,закупуване,0
{bul}закупуването,z ə k o p u v ə n ɛ t̪ o̝,0,закупуването,0
{bul}закупувани,z ə k o p u v ə n i,0,закупувани,0
{bul}закупуваните,z ə k o p u v ə n i t̪ ɛ,0,закупуваните,0
{bul}закупуваният,z ə k o p u v ə n i j ə t̪,0,закупуваният,0
{bul}закупуваното,z ə k o p u v ə n o̝ t̪ o̝,0,закупуваното,0
{bul}закупуват,z ə k o p u v ə t̪,0,закупуват,0
{bul}закупя,z ɐ k u pʲ ə,0,закупя,0
{bul}закупят,z ɐ k u pʲ ə t̪,0,закупят,0
{bul}закусванета,z ɐ k u s v ə n ɛ t̪ ə,0,закусванета,0
{bul}залез,z ɐ ɫ ɛ s,0,залез,0
{bul}залезе,z ɐ ɫ ɛ z ɛ,0,залезе,0
{bul}залезела,z ɐ ɫ ɛ z ɛ ɫ ə,0,залезела,0
{bul}залезех,z ɐ ɫ ɛ z ɛ x,0,залезех,0
{bul}залезеше,z ɐ ɫ ɛ z ɛ ʃ ɛ,0,залезеше,0
{bul}залезлият,z ɐ ɫ ɛ z ɫ i j ə t̪,0,залезлият,0
{bul}залязат,z ɐ lʲ a z ə t̪,0,залязат,0
{bul}залязва,z ɐ lʲ a z v ə,0,залязва,0
{bul}залязвали,z ɐ lʲ a z v ə ɫ i,0,залязвали,0
{bul}залязвания,z ɐ lʲ a z v ə n i j ə,0,залязвания,0
{bul}залязвате,z ɐ lʲ a z v ə t̪ ɛ,0,залязвате,0
{bul}залязващите,z ɐ lʲ a z v ə ʃ t̪ i t̪ ɛ,0,залязващите,0
{bul}залязващо,z ɐ lʲ a z v ə ʃ t̪ o̝,0,залязващо,0
{bul}залязлата,z ɐ lʲ a z ɫ ə t̪ ə,0,залязлата,0
{bul}залязъл,z ɐ lʲ a z ə ɫ,0,залязъл,0
{bul}замах,z ə m a x,0,замах,0
{bul}замел,z ɐ m ɛ ɫ,0,замел,0
{bul}заметат,z ə m ɛ t̪ ɤ t̪,0,заметат,0
{bul}заметен,z ɐ m ɛ t̪ ɛ n,0,заметен,0
{bul}заметена,z ɐ m ɛ t̪ ɛ n ə,0,заметена,0
{bul}заметено,z ɐ m ɛ t̪ ɛ n o̝,0,заметено,0
{bul}замира,z ɐ m i ɾ ə,0,замира,0
{bul}замиране,z ɐ m i ɾ ə n ɛ,0,замиране,0
{bul}замирането,z ɐ m i ɾ ə n ɛ t̪ o̝,0,замирането,0
{bul}замират,z ɐ m i ɾ ə t̪,0,замират,0
{bul}замираш,z ɐ m i ɾ ə ʃ,0,замираш,0
{bul}замиращи,z ɐ m i ɾ ə ʃ t̪ i,0,замиращи,0
{bul}замиращият,z ɐ m i ɾ ə ʃ t̪ i j ə t̪,0,замиращият,0
{bul}замиращото,z ɐ m i ɾ ə ʃ t̪ o̝ t̪ o̝,0,замиращото,0
{bul}замита,z ɐ m i t̪ ə,0,замита,0
{bul}замиталото,z ɐ m i t̪ ə ɫ o̝ t̪ o̝,0,замиталото,0
{bul}замитане,z ɐ m i t̪ ə n ɛ,0,замитане,0
{bul}замитането,z ɐ m i t̪ ə n ɛ t̪ o̝,0,замитането,0
{bul}замитания,z ɐ m i t̪ ə n i j ə,0,замитания,0
{bul}замитаният,z ɐ m i t̪ ə n i j ə t̪,0,замитаният,0
{bul}замитанията,z ɐ m i t̪ ə n i j ə t̪ ə,0,замитанията,0
{bul}замитат,z ɐ m i t̪ ə t̪,0,замитат,0
{bul}замитах,z ɐ m i t̪ ə x,0,замитах,0
{bul}замиташ,z ɐ m i t̪ ə ʃ,0,замиташ,0
{bul}замитащия,z ɐ m i t̪ ə ʃ t̪ i j ə,0,замитащия,0
{bul}замре,z ɐ m r ɛ,0,замре,0
{bul}замрели,z ɐ m r ɛ ɫ i,0,замрели,0
{bul}замрете,z ɐ m r ɛ t̪ ɛ,0,замрете,0
{bul}замря,z ɐ m rʲ a,0,замря,0
{bul}замрял,z ɐ m rʲ a ɫ,0,замрял,0
{bul}замряло,z ɐ m rʲ a ɫ o̝,0,замряло,0
{bul}замряхте,z ɐ m rʲ a x t̪ ɛ,0,замряхте,0
{bul}занася,z ɐ n a sʲ ə,0,занася,0
{bul}занасяли,z ɐ n a sʲ ə ɫ i,0,занасяли,0
{bul}занасяме,z ɐ n a sʲ ə m ɛ,0,занасяме,0
{bul}занасянето,z ɐ n a sʲ ə n ɛ t̪ o̝,0,занасянето,0
{bul}занасяното,z ɐ n a sʲ ə n o̝ t̪ o̝,0,занасяното,0
{bul}занасяше,z ɐ n a sʲ ə ʃ ɛ,0,занасяше,0
{bul}занасящата,z ɐ n a sʲ ə ʃ t̪ ə t̪ ə,0,занасящата,0
