merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{bul}комбинирате,k o̝ m b i n i ɾ ə t̪ ɛ,0,комбинирате,0
{bul}компетентен,k o m p ɛ t̪ ɛ n t̪ ɛ n,0,компетентен,0
{bul}коремен,k o r ɛ m ɛ n,0,коремен,0
{bul}кръстопът,k r ə s t̪ o p ɤ t̪,0,кръстопът,0
{bul}купено,k u p ɛ n o̝,0,купено,0
{bul}купете,k o p ɛ t̪ ɛ,0,купете,0
{bul}къделя,k ə d̪ ɛ lʲ ə,0,къделя,0
{bul}кълвалото,k ɐ ɫ v a ɫ o̝ t̪ o̝,0,кълвалото,0
{bul}кълваната,k ɐ ɫ v a n ə t̪ ə,0,кълваната,0
{bul}легализираният,ɫ ɛ ɡ ə ɫ i z i ɾ ə n i j ə t̪,0,легализираният,0
{bul}легализират,ɫ ɛ ɡ ə ɫ i z i ɾ ə t̪,0,легализират,0
{bul}летим,ɫ ɛ t̪ i m,0,летим,0
{bul}лижеш,ɫ i ʒ ɛ ʃ,0,лижеш,0
{bul}ловкост,ɫ ɔ v k o s t̪,0,ловкост,0
{bul}лъжех,ɫ ɤ ʒ ɛ x,0,лъжех,0
{bul}маже,m a ʒ ɛ,0,маже,0
{bul}мазаната,m a z ə n ə t̪ ə,0,мазаната,0
{bul}мазаните,m a z ə n i t̪ ɛ,0,мазаните,0
{bul}мечтаел,m ɛ t͡ʃ t̪ a ɛ ɫ,0,мечтаел,0
{bul}мечтаем,m ɛ t͡ʃ t̪ a ɛ m,0,мечтаем,0
{bul}мечтаеха,m ɛ t͡ʃ t̪ a ɛ x ə,0,мечтаеха,0
{bul}мечтаещи,m ɛ t͡ʃ t̪ a ɛ ʃ t̪ i,0,мечтаещи,0
{bul}мечтани,m ɛ t͡ʃ t̪ a n i,0,мечтани,0
{bul}мечтаният,m ɛ t͡ʃ t̪ a n i j ə t̪,0,мечтаният,0
{bul}мечтаното,m ɛ t͡ʃ t̪ a n o̝ t̪ o̝,0,мечтаното,0
{bul}можаха,m o ʒ a x ə,0,можаха,0
{bul}можещите,m ɔ ʒ ɛ ʃ t̪ i t̪ ɛ,0,можещите,0
{bul}можещото,m ɔ ʒ ɛ ʃ t̪ o̝ t̪ o̝,0,можещото,0
{bul}молела,m ɔ ɫ ɛ ɫ ə,0,молела,0
{bul}молели,m ɔ ɫ ɛ ɫ i,0,молели,0
{bul}молиш,m ɔ ɫ i ʃ,0,молиш,0
{bul}молят,m ɔ lʲ ə t̪,0,молят,0
{bul}монарх,m ɔ n a r x,0,монарх,0
{bul}мразех,m r a z ɛ x,0,мразех,0
{bul}мразеше,m r a z ɛ ʃ ɛ,0,мразеше,0
{bul}мразите,m r a z i t̪ ɛ,0,мразите,0
{bul}мълчиш,m ɐ ɫ t͡ʃ i ʃ,0,мълчиш,0
{bul}набождалата,n ɐ b ɔ ʒ d̪ ə ɫ ə t̪ ə,0,набождалата,0
{bul}наведете,n ə v ɛ d̪ ɛ t̪ ɛ,0,наведете,0
{bul}навелата,n ɐ v ɛ ɫ ə t̪ ə,0,навелата,0
{bul}навестявало,n ə v ɛ s tʲ a v ə ɫ o̝,0,навестявало,0
{bul}навестявалото,n ə v ɛ s tʲ a v ə ɫ o̝ t̪ o̝,0,навестявалото,0
{bul}навестяваш,n ə v ɛ s tʲ a v ə ʃ,0,навестяваш,0
{bul}навиране,n ɐ v i ɾ ə n ɛ,0,навиране,0
{bul}навираното,n ɐ v i ɾ ə n o̝ t̪ o̝,0,навираното,0
{bul}навират,n ɐ v i ɾ ə t̪,0,навират,0
{bul}навлезе,n ɐ v ɫ ɛ z ɛ,0,навлезе,0
{bul}навлезел,n ɐ v ɫ ɛ z ɛ ɫ,0,навлезел,0
{bul}навлезлите,n ɐ v ɫ ɛ z ɫ i t̪ ɛ,0,навлезлите,0
{bul}навлечали,n ə v ɫ ɛ t͡ʃ a ɫ i,0,навлечали,0
{bul}навлизаше,n ɐ v ɫ i z ə ʃ ɛ,0,навлизаше,0
{bul}навлизащите,n ɐ v ɫ i z ə ʃ t̪ i t̪ ɛ,0,навлизащите,0
{bul}навличат,n ɐ v ɫ i t͡ʃ ə t̪,0,навличат,0
{bul}наводниха,n ə v o d̪ n i x ə,0,наводниха,0
{bul}нагризат,n ə ɡ r i z ɤ t̪,0,нагризат,0
{bul}нагризвайте,n ɐ ɡ r i z v ə j t̪ ɛ,0,нагризвайте,0
{bul}нагризвалия,n ɐ ɡ r i z v ə ɫ i j ə,0,нагризвалия,0
{bul}нагризваният,n ɐ ɡ r i z v ə n i j ə t̪,0,нагризваният,0
{bul}надвнесения,n ɐ d̪ v n ɛ s ɛ n i j ə,0,надвнесения,0
{bul}надебелявалите,n ə d̪ ɛ b ɛ lʲ a v ə ɫ i t̪ ɛ,0,надебелявалите,0
{bul}надеждност,n ə d̪ d͡ʒ n o s t̪,0,надеждност,0
{bul}надонасян,n ə d̪ o n a sʲ ə n,0,надонасян,0
{bul}надонасяхте,n ə d̪ o n a sʲ ə x t̪ ɛ,0,надонасяхте,0
{bul}наемат,n ɐ ɛ m ə t̪,0,наемат,0
{bul}наемехме,n ɐ ɛ m ɛ x m ɛ,0,наемехме,0
{bul}наемеш,n ɐ ɛ m ɛ ʃ,0,наемеш,0
{bul}наетите,n ɐ ɛ t̪ i t̪ ɛ,0,наетите,0
{bul}наето,n ɐ ɛ t̪ o̝,0,наето,0
{bul}наеха,n ɐ ɛ x ə,0,наеха,0
{bul}назовавани,n ə z o v a v ə n i,0,назовавани,0
{bul}назовавате,n ə z o v a v ə t̪ ɛ,0,назовавате,0
{bul}назоваващият,n ə z o v a v ə ʃ t̪ i j ə t̪,0,назоваващият,0
{bul}назован,n ə z o v a n,0,назован,0
{bul}наизлизам,n ə i z ɫ i z ə m,0,наизлизам,0
{bul}накълвалия,n ə k ɐ ɫ v a ɫ i j ə,0,накълвалия,0
{bul}намеква,n ɐ m ɛ k v ə,0,намеква,0
{bul}намеквайки,n ɐ m ɛ k v ə j kʲ i,0,намеквайки,0
{bul}намеквалата,n ɐ m ɛ k v ə ɫ ə t̪ ə,0,намеквалата,0
{bul}намекваме,n ɐ m ɛ k v ə m ɛ,0,намекваме,0
{bul}намекне,n ɐ m ɛ k n ɛ,0,намекне,0
{bul}намерение,n ə m ɛ r ɛ n i ɛ,0,намерение,0
{bul}нанесъл,n ɐ n ɛ s ə ɫ,0,нанесъл,0
{bul}напечел,n ə p ɛ t͡ʃ ɛ ɫ,0,напечел,0
{bul}написваното,n ɐ p i s v ə n o̝ t̪ o̝,0,написваното,0
{bul}написват,n ɐ p i s v ə t̪,0,написват,0
{bul}напичаното,n ɐ p i t͡ʃ ə n o̝ t̪ o̝,0,напичаното,0
{bul}напиши,n ə p i ʃ i,0,напиши,0
{bul}наплитаме,n ɐ p ɫ i t̪ ə m ɛ,0,наплитаме,0
{bul}наплитан,n ɐ p ɫ i t̪ ə n,0,наплитан,0
{bul}напредват,n ɐ p r ɛ d̪ v ə t̪,0,напредват,0
{bul}напредвате,n ɐ p r ɛ d̪ v ə t̪ ɛ,0,напредвате,0
{bul}напреднат,n ɐ p r ɛ d̪ n ə t̪,0,напреднат,0
{bul}наранени,n ə ɾ ɐ n ɛ n i,0,наранени,0
{bul}нараняванията,n ə ɾ ɐ nʲ a v ə n i j ə t̪ ə,0,нараняванията,0
{bul}наричал,n ɐ r i t͡ʃ ə ɫ,0,наричал,0
{bul}наричали,n ɐ r i t͡ʃ ə ɫ i,0,наричали,0
{bul}наричам,n ɐ r i t͡ʃ ə m,0,наричам,0
{bul}наричаните,n ɐ r i t͡ʃ ə n i t̪ ɛ,0,наричаните,0
{bul}наричаше,n ɐ r i t͡ʃ ə ʃ ɛ,0,наричаше,0
{bul}насечала,n ə s ɛ t͡ʃ a ɫ ə,0,насечала,0
{bul}насичаните,n ɐ s i t͡ʃ ə n i t̪ ɛ,0,насичаните,0
{bul}насичахме,n ɐ s i t͡ʃ ə x m ɛ,0,насичахме,0
{bul}наследилата,n ə s ɫ ɛ d̪ i ɫ ə t̪ ə,0,наследилата,0
{bul}наследили,n ə s ɫ ɛ d̪ i ɫ i,0,наследили,0
{bul}наследихме,n ə s ɫ ɛ d̪ i x m ɛ,0,наследихме,0
{bul}наследяващото,n ə s ɫ ɛ dʲ a v ə ʃ t̪ o̝ t̪ o̝,0,наследяващото,0
{bul}насметоха,n ɐ s m ɛ t̪ o̝ x ə,0,насметоха,0
{bul}нахапаният,n ɐ x a p ə n i j ə t̪,0,нахапаният,0
{bul}начетяха,n ə t͡ʃ ɛ tʲ a x ə,0,начетяха,0
{bul}начитало,n ɐ t͡ʃ i t̪ ə ɫ o̝,0,начитало,0
{bul}носорога,n o s o r ɔ ɡ ə,0,носорога,0
{bul}нуждалия,n o ʒ d̪ a ɫ i j ə,0,нуждалия,0
{bul}обвинен,o̝ b v i n ɛ n,0,обвинен,0
{bul}обвинила,o̝ b v i n i ɫ ə,0,обвинила,0
{bul}обвиняваш,o̝ b v i nʲ a v ə ʃ,0,обвиняваш,0
{bul}обезглавиха,o̝ b ɛ z ɡ ɫ ɐ v i x ə,0,обезглавиха,0
{bul}обезглавяващото,o̝ b ɛ z ɡ ɫ ɐ vʲ a v ə ʃ t̪ o̝ t̪ o̝,0,обезглавяващото,0
{bul}обезсмъртяване,o̝ b ɛ s m ɐ r tʲ a v ə n ɛ,0,обезсмъртяване,0
{bul}обесилия,o b ɛ s i ɫ i j ə,0,обесилия,0
{bul}обеща,o̝ b ɛ ʃ t̪ a,0,обеща,0
{bul}обещаеш,o̝ b ɛ ʃ t̪ a ɛ ʃ,0,обещаеш,0
{bul}обещано,o̝ b ɛ ʃ t̪ a n o̝,0,обещано,0
{bul}обещаят,o̝ b ɛ ʃ t̪ a j ə t̪,0,обещаят,0
{bul}обзавеждалите,o̝ b z ɐ v d͡ʒ d̪ ə ɫ i t̪ ɛ,0,обзавеждалите,0
{bul}обзавеждащото,o̝ b z ɐ v d͡ʒ d̪ ə ʃ t̪ o̝ t̪ o̝,0,обзавеждащото,0
{bul}обковавайте,o̝ p k o v a v ə j t̪ ɛ,0,обковавайте,0
{bul}обкови,o̝ p k o v i,0,обкови,0
{bul}облекат,o̝ b ɫ ɛ k ɤ t̪,0,облекат,0
{bul}облечеш,o̝ b ɫ ɛ t͡ʃ ɛ ʃ,0,облечеш,0
{bul}обличане,o b ɫ i t͡ʃ ə n ɛ,0,обличане,0
{bul}обличането,o b ɫ i t͡ʃ ə n ɛ t̪ o̝,0,обличането,0
{bul}обличаше,o b ɫ i t͡ʃ ə ʃ ɛ,0,обличаше,0
{bul}обосновават,o̝ b o̝ s n o v a v ə t̪,0,обосновават,0
{bul}обоснованият,o̝ b o̝ s n o v a n i j ə t̪,0,обоснованият,0
{bul}обрекат,o̝ b r ɛ k ɤ t̪,0,обрекат,0
{bul}обреклият,o b r ɛ k ɫ i j ə t̪,0,обреклият,0
{bul}обрекоха,o b r ɛ k o̝ x ə,0,обрекоха,0
{bul}обсъдена,o p s ɤ d̪ ɛ n ə,0,обсъдена,0
{bul}обсъдени,o p s ɤ d̪ ɛ n i,0,обсъдени,0
{bul}обсъденото,o p s ɤ d̪ ɛ n o̝ t̪ o̝,0,обсъденото,0
{bul}обсъдилият,o p s ɤ d̪ i ɫ i j ə t̪,0,обсъдилият,0
{bul}обсъдят,o p s ɤ dʲ ə t̪,0,обсъдят,0
{bul}обсъждано,o p s ɤ ʒ d̪ ə n o̝,0,обсъждано,0
{bul}обсъждаха,o p s ɤ ʒ d̪ ə x ə,0,обсъждаха,0
{bul}обсъждаш,o p s ɤ ʒ d̪ ə ʃ,0,обсъждаш,0
{bul}обученото,o b u t͡ʃ ɛ n o̝ t̪ o̝,0,обученото,0
{bul}обяснявайки,o̝ bʲ ɐ s nʲ a v ə j kʲ i,0,обяснявайки,0
{bul}обяснявалата,o̝ bʲ ɐ s nʲ a v ə ɫ ə t̪ ə,0,обяснявалата,0
{bul}обясняване,o̝ bʲ ɐ s nʲ a v ə n ɛ,0,обясняване,0
{bul}одобрена,o̝ d̪ o b r ɛ n ə,0,одобрена,0
{bul}одобрявали,o̝ d̪ o b rʲ a v ə ɫ i,0,одобрявали,0
{bul}озаглавявайте,o̝ z ə ɡ ɫ ɐ vʲ a v ə j t̪ ɛ,0,озаглавявайте,0
{bul}озадачен,o̝ z ə t͡ʃ t̪ ʃ ɛ n,0,озадачен,0
{bul}озадачени,o̝ z ə t͡ʃ t̪ ʃ ɛ n i,0,озадачени,0
{bul}озадачи,o̝ z ə t͡ʃ t̪ ʃ i,0,озадачи,0
{bul}озадачиш,o̝ z ə t͡ʃ t̪ ʃ i ʃ,0,озадачиш,0
{bul}ометяхте,o̝ m ɛ tʲ a x t̪ ɛ,0,ометяхте,0
{bul}опасващата,o p a s v ə ʃ t̪ ə t̪ ə,0,опасващата,0
{bul}опираме,o p i ɾ ə m ɛ,0,опираме,0
{bul}опираше,o p i ɾ ə ʃ ɛ,0,опираше,0
{bul}опредения,o p r ɛ d̪ ɛ n i j ə,0,опредения,0
{bul}опрялата,o p rʲ a ɫ ə t̪ ə,0,опрялата,0
{bul}опряло,o p rʲ a ɫ o̝,0,опряло,0
{bul}опрях,o p rʲ a x,0,опрях,0
{bul}опряха,o p rʲ a x ə,0,опряха,0
{bul}осиновения,o̝ s i n o v ɛ n i j ə,0,осиновения,0
{bul}осиновявани,o̝ s i n o vʲ a v ə n i,0,осиновявани,0
{bul}отбоди,o̝ d̪ b o d̪ i,0,отбоди,0
{bul}отваря,o t̪ v a rʲ ə,0,отваря,0
{bul}отваряте,o t̪ v a rʲ ə t̪ ɛ,0,отваряте,0
{bul}отведоха,o t̪ v ɛ d̪ o̝ x ə,0,отведоха,0
{bul}отведохме,o t̪ v ɛ d̪ o̝ x m ɛ,0,отведохме,0
{bul}отвеждат,o t̪ v ɛ ʒ d̪ ə t̪,0,отвеждат,0
{bul}отвлечем,o̝ t̪ v ɫ ɛ t͡ʃ ɛ m,0,отвлечем,0
{bul}отворени,o t̪ v ɔ ɾ ɛ n i,0,отворени,0
{bul}отворените,o t̪ v ɔ ɾ ɛ n i t̪ ɛ,0,отворените,0
{bul}отворено,o t̪ v ɔ ɾ ɛ n o̝,0,отворено,0
{bul}отворил,o t̪ v ɔ ɾ i ɫ,0,отворил,0
{bul}отворите,o t̪ v ɔ ɾ i t̪ ɛ,0,отворите,0
{bul}отворихме,o t̪ v ɔ ɾ i x m ɛ,0,отворихме,0
{bul}отекохме,o t̪ ɛ k o̝ x m ɛ,0,отекохме,0
{bul}отичанета,o t̪ i t͡ʃ ə n ɛ t̪ ə,0,отичанета,0
{bul}отключело,o t̪ k lʲ u t͡ʃ ɛ ɫ o̝,0,отключело,0
{bul}отключена,o t̪ k lʲ u t͡ʃ ɛ n ə,0,отключена,0
{bul}отключени,o t̪ k lʲ u t͡ʃ ɛ n i,0,отключени,0
{bul}отключените,o t̪ k lʲ u t͡ʃ ɛ n i t̪ ɛ,0,отключените,0
{bul}отключено,o t̪ k lʲ u t͡ʃ ɛ n o̝,0,отключено,0
{bul}отключили,o t̪ k lʲ u t͡ʃ i ɫ i,0,отключили,0
{bul}отмряхте,o t̪ m rʲ a x t̪ ɛ,0,отмряхте,0
{bul}отнасяше,o t̪ n a sʲ ə ʃ ɛ,0,отнасяше,0
{bul}отнасящата,o t̪ n a sʲ ə ʃ t̪ ə t̪ ə,0,отнасящата,0
{bul}отнесен,o t̪ n ɛ s ɛ n,0,отнесен,0
{bul}отнесъл,o t̪ n ɛ s ə ɫ,0,отнесъл,0
{bul}отнесяла,o̝ t̪ n ɛ sʲ a ɫ ə,0,отнесяла,0
{bul}отравящ,o t̪ r a vʲ ə ʃ t̪,0,отравящ,0
{bul}отрекоха,o t̪ r ɛ k o̝ x ə,0,отрекоха,0
{bul}отречала,o̝ t̪ r ɛ t͡ʃ a ɫ ə,0,отречала,0
{bul}отрича,o t̪ r i t͡ʃ ə,0,отрича,0
{bul}отричане,o t̪ r i t͡ʃ ə n ɛ,0,отричане,0
{bul}отричането,o t̪ r i t͡ʃ ə n ɛ t̪ o̝,0,отричането,0
{bul}отровя,o t̪ r ɔ vʲ ə,0,отровя,0
{bul}отсечете,o̝ t̪ s ɛ t͡ʃ ɛ t̪ ɛ,0,отсечете,0
{bul}отсякъл,o t̪ sʲ a k ə ɫ,0,отсякъл,0
{bul}отчитал,o t̪ t͡ʃ i t̪ ə ɫ,0,отчитал,0
{bul}отчитаната,o t̪ t͡ʃ i t̪ ə n ə t̪ ə,0,отчитаната,0
{bul}оцелявали,o̝ t͡s ɛ lʲ a v ə ɫ i,0,оцелявали,0
{bul}оцелявалият,o̝ t͡s ɛ lʲ a v ə ɫ i j ə t̪,0,оцелявалият,0
{bul}очакван,o t͡ʃ a k v ə n,0,очакван,0
{bul}очакванията,o t͡ʃ a k v ə n i j ə t̪ ə,0,очакванията,0
{bul}очакваш,o t͡ʃ a k v ə ʃ,0,очакваш,0
{bul}очакващи,o t͡ʃ a k v ə ʃ t̪ i,0,очакващи,0
{bul}очакващите,o t͡ʃ a k v ə ʃ t̪ i t̪ ɛ,0,очакващите,0
{bul}падаме,p a d̪ ə m ɛ,0,падаме,0
{bul}падащата,p a d̪ ə ʃ t̪ ə t̪ ə,0,падащата,0
{bul}падащите,p a d̪ ə ʃ t̪ i t̪ ɛ,0,падащите,0
{bul}падащото,p a d̪ ə ʃ t̪ o̝ t̪ o̝,0,падащото,0
{bul}паднели,p a d̪ n ɛ ɫ i,0,паднели,0
{bul}пеперуда,p ɛ p ɛ r u d̪ ə,0,пеперуда,0
{bul}песен,p ɛ s ɛ n,0,песен,0
{bul}пиете,p i ɛ t̪ ɛ,0,пиете,0
{bul}пикае,p i k a ɛ,0,пикае,0
{bul}пикай,p i k a j,0,пикай,0
{bul}пиканите,p i k a n i t̪ ɛ,0,пиканите,0
{bul}пилата,p i ɫ ə t̪ ə,0,пилата,0
{bul}питайте,p i t̪ ə j t̪ ɛ,0,питайте,0
{bul}питате,p i t̪ ə t̪ ɛ,0,питате,0
{bul}питаше,p i t̪ ə ʃ ɛ,0,питаше,0
{bul}питие,p i t̪ i ɛ,0,питие,0
{bul}пих,p i x,0,пих,0
{bul}пишели,p i ʃ ɛ ɫ i,0,пишели,0
{bul}пишех,p i ʃ ɛ x,0,пишех,0
{bul}пишещата,p i ʃ ɛ ʃ t̪ ə t̪ ə,0,пишещата,0
{bul}пиши,p i ʃ i,0,пиши,0
{bul}платените,p ɫ ɐ t̪ ɛ n i t̪ ɛ,0,платените,0
{bul}платите,p ɫ ɐ t̪ i t̪ ɛ,0,платите,0
{bul}платях,p ɫ ɐ tʲ a x,0,платях,0
{bul}плаче,p ɫ a t͡ʃ ɛ,0,плаче,0
{bul}плашете,p ɫ ɐ ʃ ɛ t̪ ɛ,0,плашете,0
{bul}плашех,p ɫ a ʃ ɛ x,0,плашех,0
{bul}плашите,p ɫ a ʃ i t̪ ɛ,0,плашите,0
{bul}плащани,p ɫ a ʃ t̪ ə n i,0,плащани,0
{bul}плащано,p ɫ a ʃ t̪ ə n o̝,0,плащано,0
{bul}плащате,p ɫ a ʃ t̪ ə t̪ ɛ,0,плащате,0
{bul}плетат,p ɫ ɛ t̪ ɤ t̪,0,плетат,0
{bul}плетена,p ɫ ɛ t̪ ɛ n ə,0,плетена,0
{bul}плетенета,p ɫ ɛ t̪ ɛ n ɛ t̪ ə,0,плетенета,0
{bul}плетенетата,p ɫ ɛ t̪ ɛ n ɛ t̪ ə t̪ ə,0,плетенетата,0
{bul}победена,p o̝ b ɛ d̪ ɛ n ə,0,победена,0
{bul}победения,p o̝ b ɛ d̪ ɛ n i j ə,0,победения,0
{bul}победиш,p o̝ b ɛ d̪ i ʃ,0,победиш,0
{bul}поведи,p o̝ v ɛ d̪ i,0,поведи,0
{bul}повеждаме,p o v ɛ ʒ d̪ ə m ɛ,0,повеждаме,0
{bul}повеждат,p o v ɛ ʒ d̪ ə t̪,0,повеждат,0
{bul}повелите,p o v ɛ ɫ i t̪ ɛ,0,повелите,0
{bul}повтаря,p o f t̪ a rʲ ə,0,повтаря,0
{bul}повтаряла,p o f t̪ a rʲ ə ɫ ə,0,повтаряла,0
{bul}повтарящи,p o f t̪ a rʲ ə ʃ t̪ i,0,повтарящи,0
{bul}повтарящото,p o f t̪ a rʲ ə ʃ t̪ o̝ t̪ o̝,0,повтарящото,0
{bul}повторен,p o f t̪ ɔ ɾ ɛ n,0,повторен,0
{bul}повторите,p o f t̪ ɔ ɾ i t̪ ɛ,0,повторите,0
{bul}погледнаха,p o ɡ ɫ ɛ d̪ n ə x ə,0,погледнаха,0
{bul}погледне,p o ɡ ɫ ɛ d̪ n ɛ,0,погледне,0
{bul}погледнем,p o ɡ ɫ ɛ d̪ n ɛ m,0,погледнем,0
{bul}поглеждайки,p o ɡ ɫ ɛ ʒ d̪ ə j kʲ i,0,поглеждайки,0
{bul}поглеждахте,p o ɡ ɫ ɛ ʒ d̪ ə x t̪ ɛ,0,поглеждахте,0
{bul}поглеждаше,p o ɡ ɫ ɛ ʒ d̪ ə ʃ ɛ,0,поглеждаше,0
{bul}подвел,p o d̪ v ɛ ɫ,0,подвел,0
{bul}подвели,p o d̪ v ɛ ɫ i,0,подвели,0
{bul}подклажда,p o t̪ k ɫ d͡ʒ d̪ ə,0,подклажда,0
{bul}подкупван,p o t̪ k u p v ə n,0,подкупван,0
{bul}подметохме,p o d̪ m ɛ t̪ o̝ x m ɛ,0,подметохме,0
{bul}поднесох,p o d̪ n ɛ s o̝ x,0,поднесох,0
{bul}поднесяхме,p o̝ d̪ n ɛ sʲ a x m ɛ,0,поднесяхме,0
{bul}подобрената,p o̝ d̪ o b r ɛ n ə t̪ ə,0,подобрената,0
{bul}подобрени,p o̝ d̪ o b r ɛ n i,0,подобрени,0
{bul}подобрените,p o̝ d̪ o b r ɛ n i t̪ ɛ,0,подобрените,0
{bul}подобрявай,p o̝ d̪ o b rʲ a v ə j,0,подобрявай,0
{bul}подобрявала,p o̝ d̪ o b rʲ a v ə ɫ ə,0,подобрявала,0
{bul}подобряванията,p o̝ d̪ o b rʲ a v ə n i j ə t̪ ə,0,подобряванията,0
{bul}подобряващ,p o̝ d̪ o b rʲ a v ə ʃ t̪,0,подобряващ,0
{bul}подпирайки,p o t̪ p i ɾ ə j kʲ i,0,подпирайки,0
{bul}подпираният,p o t̪ p i ɾ ə n i j ə t̪,0,подпираният,0
{bul}подпирате,p o t̪ p i ɾ ə t̪ ɛ,0,подпирате,0
{bul}подписали,p o t̪ p i s ə ɫ i,0,подписали,0
{bul}подписаният,p o t̪ p i s ə n i j ə t̪,0,подписаният,0
{bul}подписаха,p o t̪ p i s ə x ə,0,подписаха,0
{bul}подписахме,p o t̪ p i s ə x m ɛ,0,подписахме,0
{bul}подписвайте,p o t̪ p i s v ə j t̪ ɛ,0,подписвайте,0
{bul}подписвахме,p o t̪ p i s v ə x m ɛ,0,подписвахме,0
{bul}подписващо,p o t̪ p i s v ə ʃ t̪ o̝,0,подписващо,0
{bul}подпишеш,p o t̪ p i ʃ ɛ ʃ,0,подпишеш,0
{bul}подпрял,p o t̪ p rʲ a ɫ,0,подпрял,0
{bul}подслушаните,p o t̪ s ɫ u ʃ ə n i t̪ ɛ,0,подслушаните,0
{bul}подчертавали,p o̝ t͡ʃ ʃ ɛ r t̪ a v ə ɫ i,0,подчертавали,0
{bul}подчертаваме,p o̝ t͡ʃ ʃ ɛ r t̪ a v ə m ɛ,0,подчертаваме,0
{bul}подчертаване,p o̝ t͡ʃ ʃ ɛ r t̪ a v ə n ɛ,0,подчертаване,0
{bul}подчертаването,p o̝ t͡ʃ ʃ ɛ r t̪ a v ə n ɛ t̪ o̝,0,подчертаването,0
{bul}ползваната,p ɔ ɫ z v ə n ə t̪ ə,0,ползваната,0
{bul}ползвания,p ɔ ɫ z v ə n i j ə,0,ползвания,0
{bul}ползващите,p ɔ ɫ z v ə ʃ t̪ i t̪ ɛ,0,ползващите,0
{bul}полудели,p o̝ ɫ o d̪ ɛ ɫ i,0,полудели,0
{bul}полудявалият,p o̝ ɫ o dʲ a v ə ɫ i j ə t̪,0,полудявалият,0
{bul}полудявало,p o̝ ɫ o dʲ a v ə ɫ o̝,0,полудявало,0
{bul}получава,p o̝ ɫ o t͡ʃ a v ə,0,получава,0
{bul}получавал,p o̝ ɫ o t͡ʃ a v ə ɫ,0,получавал,0
{bul}получавалите,p o̝ ɫ o t͡ʃ a v ə ɫ i t̪ ɛ,0,получавалите,0
{bul}получаваната,p o̝ ɫ o t͡ʃ a v ə n ə t̪ ə,0,получаваната,0
{bul}получаването,p o̝ ɫ o t͡ʃ a v ə n ɛ t̪ o̝,0,получаването,0
{bul}получаващите,p o̝ ɫ o t͡ʃ a v ə ʃ t̪ i t̪ ɛ,0,получаващите,0
{bul}получело,p o ɫ u t͡ʃ ɛ ɫ o̝,0,получело,0
{bul}получехме,p o ɫ u t͡ʃ ɛ x m ɛ,0,получехме,0
{bul}получеше,p o ɫ u t͡ʃ ɛ ʃ ɛ,0,получеше,0
{bul}получила,p o ɫ u t͡ʃ i ɫ ə,0,получила,0
{bul}получили,p o ɫ u t͡ʃ i ɫ i,0,получили,0
{bul}получилия,p o ɫ u t͡ʃ i ɫ i j ə,0,получилия,0
{bul}помагате,p o m a ɡ ə t̪ ɛ,0,помагате,0
{bul}помитат,p o m i t̪ ə t̪,0,помитат,0
{bul}понавлезем,p o̝ n ɐ v ɫ ɛ z ɛ m,0,понавлезем,0
{bul}понавлязохте,p o̝ n ɐ v lʲ a z o̝ x t̪ ɛ,0,понавлязохте,0
{bul}понапичалото,p o̝ n ɐ p i t͡ʃ ə ɫ o̝ t̪ o̝,0,понапичалото,0
{bul}понапичания,p o̝ n ɐ p i t͡ʃ ə n i j ə,0,понапичания,0
{bul}понесем,p o̝ n ɛ s ɛ m,0,понесем,0
{bul}понесете,p o̝ n ɛ s ɛ t̪ ɛ,0,понесете,0
{bul}понесъл,p o n ɛ s ə ɫ,0,понесъл,0
{bul}поопичало,p o̝ o p i t͡ʃ ə ɫ o̝,0,поопичало,0
{bul}поопичани,p o̝ o p i t͡ʃ ə n i,0,поопичани,0
{bul}попечем,p o̝ p ɛ t͡ʃ ɛ m,0,попечем,0
{bul}порнография,p o r n o ɡ r a f i j ə,0,порнография,0
{bul}портокалов,p o r t̪ o k a ɫ o f,0,портокалов,0
{bul}посетени,p o̝ s ɛ t̪ ɛ n i,0,посетени,0
{bul}посетете,p o̝ s ɛ t̪ ɛ t̪ ɛ,0,посетете,0
{bul}посетил,p o̝ s ɛ t̪ i ɫ,0,посетил,0
{bul}посетили,p o̝ s ɛ t̪ i ɫ i,0,посетили,0
{bul}посещавалите,p o̝ s ɛ ʃ t̪ a v ə ɫ i t̪ ɛ,0,посещавалите,0
{bul}посещаване,p o̝ s ɛ ʃ t̪ a v ə n ɛ,0,посещаване,0
{bul}посещаваното,p o̝ s ɛ ʃ t̪ a v ə n o̝ t̪ o̝,0,посещаваното,0
{bul}поспиранетата,p o s p i ɾ ə n ɛ t̪ ə t̪ ə,0,поспиранетата,0
{bul}построила,p o̝ s t̪ r o i ɫ ə,0,построила,0
{bul}построиш,p o̝ s t̪ r o i ʃ,0,построиш,0
{bul}построяване,p o̝ s t̪ r o j a v ə n ɛ,0,построяване,0
{bul}построяхте,p o̝ s t̪ r o j a x t̪ ɛ,0,построяхте,0
{bul}потечало,p o̝ t̪ ɛ t͡ʃ a ɫ o̝,0,потечало,0
{bul}потичането,p o t̪ i t͡ʃ ə n ɛ t̪ o̝,0,потичането,0
{bul}потресена,p o t̪ r ɛ s ɛ n ə,0,потресена,0
{bul}потресени,p o t̪ r ɛ s ɛ n i,0,потресени,0
